Название,Категория,Адрес,Телефон,Сайт/Соцсеть,Сеть/Бренд,Потенциал аналитики,Обоснование оценки,Широта,Долгота,Режим работы
Frank by Баста,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2281808,https://frankmeat.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7698858,37.632466,"Fr-Sa 12:00-03:00; Mo-Th,Su 12:00-24:00"
SeDelice,Пекарня,Адрес не указан (см. координаты),+7 495 1915091,https://sedelice.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8114968,37.4849146,Mo-Fr 07:00-22:00; Sa 08:00-22:00; Su 09:00-21:00
Конфаэль,Кондитерская,Адрес не указан (см. координаты),"+7 800 1006699, +7 963 7123440",https://confaelshop.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7446772,37.5651877,"Fr-Sa 10:00-23:00; Mo-Th,Su 10:00-22:00"
Конфаэль,Кондитерская,Адрес не указан (см. координаты),"+7 495 7417950, +7 800 1006699",https://confaelshop.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7797046,37.6020222,Mo-Su 10:00-22:00
Конфаэль,Кондитерская,Адрес не указан (см. координаты),"+7 800 1006699, +7 903 7259164",https://confaelshop.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6561499,37.541281,Mo-Su 10:00-22:00
Конфаэль,Кондитерская,Адрес не указан (см. координаты),"+7 800 1006699, +7 903 6704818",https://confaelshop.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6204511,37.7137739,Mo-Su 10:00-22:00
Конфаэль,Кондитерская,Адрес не указан (см. координаты),"+7 800 1006699, +7 903 7261421",https://confaelshop.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6198816,37.5092715,Mo-Su 10:00-22:00
Frank by Баста,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2281808,https://frankmeat.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7485035,37.5879353,"Mo-Th,Su 12:00-24:00; Fr-Sa 12:00-01:00"
Чихо,Кофейня/Кафе,Адрес не указан (см. координаты),+7 926 5037739,https://chiho.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7822744,37.5999449,Fr 11:00-24:00; Mo-Th 11:00-23:00; Sa 12:00-24:00; Su 12:00-23:00
КидБург,Кофейня/Кафе,Адрес не указан (см. координаты),+7 968 1936057,https://moscow.cafe.kidburg.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7603334,37.6252269,Mo-Su 10:00-22:00
Кулинарная лавка братьев Караваевых,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 1217036,https://www.karavaevi.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7725254,37.6620314,Mo-Su 08:00-23:00
Мидийное место,Кофейня/Кафе,Адрес не указан (см. координаты),+7 991 5190280,https://www.midiynoe-mesto.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7706569,37.6322273,"Fr-Sa 12:00-24:00; Mo-Th,Su 12:00-23:00"
Народный кондитер,Кондитерская,Адрес не указан (см. координаты),"+7 499 3808800, +7 499 3808802",https://narodny-konditer.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7349718,37.4752772,Mo-Su 09:00-21:00
Народный кондитер,Кондитерская,Адрес не указан (см. координаты),+7 499 3808800,https://narodny-konditer.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.5969217,37.1144139,Mo-Su 09:00-21:00
Народный кондитер,Кондитерская,Адрес не указан (см. координаты),+7 499 3808800,https://narodny-konditer.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.764109,37.410317,Mo-Su 09:00-21:00
Народный кондитер,Кондитерская,Адрес не указан (см. координаты),+7 499 3808800,https://narodny-konditer.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6262329,37.3087898,Mo-Su 09:00-21:00
Народный кондитер,Кондитерская,Адрес не указан (см. координаты),+7 499 3808800,https://narodny-konditer.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7432303,37.8638214,Mo-Su 09:00-21:00
Народный кондитер,Кондитерская,Адрес не указан (см. координаты),+7 499 3808800,https://narodny-konditer.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.633187,37.5215936,Mo-Su 09:00-21:00
