Название,Категория,Адрес,Телефон,Сайт/Соцсеть,Сеть/Бренд,Потенциал аналитики,Обоснование оценки,Широта,Долгота,Режим работы,Is_Mobile
Now,Кофейня/Кафе,"Шлюзовая набережная, 2А",+79256878857,coffee_now,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.730943,37.6441463,Mo-Fr 08:30-21:00; Sa-Su 10:00-21:00,True
Варочная,Кофейня/Кафе,Адрес не указан (см. координаты),+7 925 2209054,https://varochnayacoffee.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7495368,37.5376253,Mo-Fr 08:00-20:00; Sa 10:00-20:00,True
Hq! coffee,Кофейня/Кафе,"3-й Хорошёвский проезд, 1 с2",+7 915 069-07-49,https://hq-coffee.com/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7728173,37.5399502,Mo-Su 08:00-20:00,True
Лепим и Варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 963 7206865,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6725283,37.6317118,Mo-Fr 09:00-19:30,True
Лепим и Варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 977 9661818,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6464052,37.5162293,Mo-Su 08:30-22:00,True
Мяо Какао,Кофейня/Кафе,Адрес не указан (см. координаты),+7 991 4400934,https://vk.com/meowkacao,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7320264,37.7314584,Mo-Fr 08:00-20:00,True
Лепим и Варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 980 1984511,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.4737869,37.3111877,Mo-Su 10:00-22:00,True
Лепим и Варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 925 0498107,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7490386,37.5395564,Mo-Su 10:00-22:00,True
Лепим и Варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 929 9209599,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6228213,37.6057183,Mo-Su 10:00-22:00,True
Лепим и Варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 909 9094819,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6336847,37.4322547,Mo-Fr 09:00-20:00,True
Ком 1989,Кофейня/Кафе,"Партийный переулок, 1 к12",+7 (906) 789-91-36,http://com1989.uds.app,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7215758,37.6353843,Mo-Su 10:00-22:00,True
Смена,Кофейня/Кафе,"3-я улица Ямского Поля, 9",+7 933 9163331,http://smena-bistroandbar.clients.site,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7816161,37.5803355,Mo-Fr 11:00-23:00; Sa-Su 10:00-23:00,True
Fruits & Veges,Кофейня/Кафе,Нижняя Сыромятническая улица,+7 925 1905078,https://www.facebook.com/fruitsandveges,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.752679,37.6684705,Mo-Su 10:00-22:00,True
Кофейня Парус,Кофейня/Кафе,"Симферопольское шоссе, 1Б",+7 926 7875747,https://www.restoranparus.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.5130054,37.5756495,Mo-Su 12:00-02:00,True
ЭкоДом с Котом,Кофейня/Кафе,Адрес не указан (см. координаты),+79267266906,https://ecodomskotom.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8634487,37.4517937,"Mo off; Tu-Fr 12:00-22:00; Sa,Su 11:00-22:00",True
Бухта,Кофейня/Кафе,"Калужское шоссе, 16",+7 926 3749559,https://kafebuhta.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.4698432,37.305382,10:00-24:00,True
Pizzamento,Кофейня/Кафе,Адрес не указан (см. координаты),+7 985 4504545,https://pizzamento.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6184102,37.6731528,Mo-Su 12:00-24:00,True
Лепим и варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 436-62-89,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6031302,37.2832593,24/7,True
Frank by Баста,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 2281808, +7 977 8606151",https://frankmeat.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8260382,37.6291997,"Fr-Sa 11:00-00:00; Mo-Th,Su 11:00-23:00",True
